event_activity,event_timestamp,order,item,delivery,event_id
End Route,1715545,{},"{""item99"",""item103""}","{""delivery4""}",1991
Fuel Car,1789513,{},{},"{""delivery26""}",1992
Start Route,1790936,{},"{""item51"",""item52""}","{""delivery26""}",1993
Fuel Car,1793747,{},{},"{""delivery29""}",1994
Start Route,1795229,{},"{""item64"",""item65""}","{""delivery29""}",1995
End Route,1808781,{},"{""item51"",""item52""}","{""delivery26""}",1996
End Route,1813228,{},"{""item64"",""item65""}","{""delivery29""}",1997
Fuel Car,1819746,{},{},"{""delivery10""}",1998
Start Route,1821282,{},"{""item84"",""item85""}","{""delivery10""}",1999
End Route,1839292,{},"{""item84"",""item85""}","{""delivery10""}",2000
Fuel Car,1966537,{},{},"{""delivery49""}",2001
Start Route,1968123,{},"{""item326"",""item325""}","{""delivery49""}",2002
End Route,1986283,{},"{""item326"",""item325""}","{""delivery49""}",2003
Fuel Car,2023621,{},{},"{""delivery112""}",2004
Fuel Car,2025088,{},{},"{""delivery106""}",2005
Start Route,2025115,{},"{""item270"",""item266""}","{""delivery112""}",2006
Fuel Car,2026318,{},{},"{""delivery134""}",2007
Start Route,2026589,{},"{""item214"",""item215""}","{""delivery106""}",2008
Start Route,2027842,{},"{""item22"",""item23""}","{""delivery134""}",2009
End Route,2043377,{},"{""item270"",""item266""}","{""delivery112""}",2010
End Route,2044583,{},"{""item214"",""item215""}","{""delivery106""}",2011
End Route,2045900,{},"{""item22"",""item23""}","{""delivery134""}",2012
Fuel Car,2056319,{},{},"{""delivery37""}",2013
Fuel Car,2056745,{},{},"{""delivery58""}",2014
Start Route,2057808,{},"{""item255"",""item254""}","{""delivery37""}",2015
Start Route,2058249,{},"{""item123"",""item119""}","{""delivery58""}",2016
Fuel Car,2060590,{},{},"{""delivery81""}",2017
Start Route,2062048,{},"{""item96"",""item98""}","{""delivery81""}",2018
End Route,2075691,{},"{""item255"",""item254""}","{""delivery37""}",2019
End Route,2076180,{},"{""item123"",""item119""}","{""delivery58""}",2020
End Route,2080239,{},"{""item96"",""item98""}","{""delivery81""}",2021
Fuel Car,2086813,{},{},"{""delivery27""}",2022
Fuel Car,2086903,{},{},"{""delivery185""}",2023
Start Route,2088374,{},"{""item59"",""item61""}","{""delivery27""}",2024
Start Route,2088445,{},"{""item394"",""item397""}","{""delivery185""}",2025
Fuel Car,2090965,{},{},"{""delivery68""}",2026
Start Route,2092507,{},"{""item301"",""item302""}","{""delivery68""}",2027
End Route,2106354,{},"{""item59"",""item61""}","{""delivery27""}",2028
End Route,2106522,{},"{""item394"",""item397""}","{""delivery185""}",2029
End Route,2110547,{},"{""item301"",""item302""}","{""delivery68""}",2030
Fuel Car,2183756,{},{},"{""delivery136""}",2031
Start Route,2185262,{},"{""item287"",""item282""}","{""delivery136""}",2032
End Route,2203172,{},"{""item287"",""item282""}","{""delivery136""}",2033
Fuel Car,2210209,{},{},"{""delivery110""}",2034
Start Route,2211713,{},"{""item330"",""item331""}","{""delivery110""}",2035
Fuel Car,2214033,{},{},"{""delivery113""}",2036
Start Route,2215536,{},"{""item382"",""item385""}","{""delivery113""}",2037
End Route,2229561,{},"{""item330"",""item331""}","{""delivery110""}",2038
End Route,2233654,{},"{""item382"",""item385""}","{""delivery113""}",2039
Fuel Car,2244449,{},{},"{""delivery109""}",2040
Start Route,2245942,{},"{""item137"",""item134""}","{""delivery109""}",2041
End Route,2264118,{},"{""item137"",""item134""}","{""delivery109""}",2042
Fuel Car,2274962,{},{},"{""delivery133""}",2043
Start Route,2276505,{},"{""item347"",""item349""}","{""delivery133""}",2044
End Route,2294432,{},"{""item347"",""item349""}","{""delivery133""}",2045
Fuel Car,2357336,{},{},"{""delivery74""}",2046
Start Route,2358832,{},"{""item293"",""item290""}","{""delivery74""}",2047
End Route,2376665,{},"{""item293"",""item290""}","{""delivery74""}",2048
Fuel Car,2414723,{},{},"{""delivery160""}",2049
Fuel Car,2415055,{},{},"{""delivery108""}",2050
Start Route,2416234,{},"{""item166"",""item170""}","{""delivery160""}",2051
Start Route,2416499,{},"{""item78"",""item79""}","{""delivery108""}",2052
End Route,2434375,{},"{""item166"",""item170""}","{""delivery160""}",2053
End Route,2434393,{},"{""item78"",""item79""}","{""delivery108""}",2054
Fuel Car,2445119,{},{},"{""delivery28""}",2055
Fuel Car,2445170,{},{},"{""delivery196""}",2056
Fuel Car,2445576,{},{},"{""delivery20""}",2057
Start Route,2446657,{},"{""item150"",""item149""}","{""delivery28""}",2058
Start Route,2446672,{},"{""item8"",""item9""}","{""delivery196""}",2059
Start Route,2447132,{},"{""item37"",""item38""}","{""delivery20""}",2060
End Route,2464689,{},"{""item150"",""item149""}","{""delivery28""}",2061
End Route,2464847,{},"{""item8"",""item9""}","{""delivery196""}",2062
End Route,2465092,{},"{""item37"",""item38""}","{""delivery20""}",2063
Fuel Car,2475608,{},{},"{""delivery172""}",2064
Fuel Car,2475686,{},{},"{""delivery78""}",2065
Fuel Car,2476316,{},{},"{""delivery146""}",2066
Start Route,2477123,{},"{""item380"",""item381""}","{""delivery172""}",2067
Start Route,2477244,{},"{""item169"",""item167""}","{""delivery78""}",2068
Fuel Car,2477425,{},{},"{""delivery148""}",2069
Start Route,2477878,{},"{""item101"",""item100""}","{""delivery146""}",2070
Start Route,2478899,{},"{""item322"",""item324""}","{""delivery148""}",2071
Fuel Car,2480812,{},{},"{""delivery125""}",2072
Start Route,2482301,{},"{""item328"",""item332""}","{""delivery125""}",2073
End Route,2494818,{},"{""item380"",""item381""}","{""delivery172""}",2074
End Route,2495343,{},"{""item169"",""item167""}","{""delivery78""}",2075
End Route,2495821,{},"{""item101"",""item100""}","{""delivery146""}",2076
End Route,2496835,{},"{""item322"",""item324""}","{""delivery148""}",2077
End Route,2500160,{},"{""item328"",""item332""}","{""delivery125""}",2078
Fuel Car,2506733,{},{},"{""delivery143""}",2079
Fuel Car,2507577,{},{},"{""delivery96""}",2080
Start Route,2508276,{},"{""item299"",""item298""}","{""delivery143""}",2081
Start Route,2509045,{},"{""item223"",""item222""}","{""delivery96""}",2082
Fuel Car,2510858,{},{},"{""delivery87""}",2083
Start Route,2512314,{},"{""item359"",""item361""}","{""delivery87""}",2084
End Route,2526235,{},"{""item299"",""item298""}","{""delivery143""}",2085
End Route,2527020,{},"{""item223"",""item222""}","{""delivery96""}",2086
End Route,2530459,{},"{""item359"",""item361""}","{""delivery87""}",2087
Fuel Car,2537666,{},{},"{""delivery91""}",2088
Start Route,2539159,{},"{""item187"",""item186""}","{""delivery91""}",2089
End Route,2557156,{},"{""item187"",""item186""}","{""delivery91""}",2090
Fuel Car,2568050,{},{},"{""delivery150""}",2091
Start Route,2569628,{},"{""item43"",""item40""}","{""delivery150""}",2092
End Route,2587626,{},"{""item43"",""item40""}","{""delivery150""}",2093
Fuel Car,2599493,{},{},"{""delivery163""}",2094
Start Route,2601037,{},"{""item273"",""item274""}","{""delivery163""}",2095
End Route,2619277,{},"{""item273"",""item274""}","{""delivery163""}",2096
Fuel Car,2664382,{},{},"{""delivery89""}",2097
Start Route,2665869,{},"{""item213"",""item210""}","{""delivery89""}",2098
End Route,2683979,{},"{""item213"",""item210""}","{""delivery89""}",2099
Fuel Car,2694732,{},{},"{""delivery79""}",2100
Start Route,2696269,{},"{""item164"",""item163""}","{""delivery79""}",2101
End Route,2714196,{},"{""item164"",""item163""}","{""delivery79""}",2102
Fuel Car,2746596,{},{},"{""delivery101""}",2103
Start Route,2748094,{},"{""item13"",""item14""}","{""delivery101""}",2104
End Route,2766093,{},"{""item13"",""item14""}","{""delivery101""}",2105
Fuel Car,2776754,{},{},"{""delivery2""}",2106
Start Route,2778209,{},"{""item35"",""item33""}","{""delivery2""}",2107
End Route,2796046,{},"{""item35"",""item33""}","{""delivery2""}",2108
Fuel Car,2806859,{},{},"{""delivery119""}",2109
Start Route,2808432,{},"{""item250"",""item253""}","{""delivery119""}",2110
End Route,2826358,{},"{""item250"",""item253""}","{""delivery119""}",2111
Fuel Car,2836115,{},{},"{""delivery155""}",2112
Fuel Car,2837181,{},{},"{""delivery147""}",2113
Start Route,2837598,{},"{""item172"",""item171""}","{""delivery155""}",2114
Start Route,2838717,{},"{""item369"",""item371""}","{""delivery147""}",2115
End Route,2855849,{},"{""item172"",""item171""}","{""delivery155""}",2116
End Route,2856732,{},"{""item369"",""item371""}","{""delivery147""}",2117
Fuel Car,2865256,{},{},"{""delivery61""}",2118
Fuel Car,2866001,{},{},"{""delivery6""}",2119
Start Route,2866744,{},"{""item195"",""item194""}","{""delivery61""}",2120
Start Route,2867567,{},"{""item21"",""item19""}","{""delivery6""}",2121
End Route,2884659,{},"{""item195"",""item194""}","{""delivery61""}",2122
End Route,2885490,{},"{""item21"",""item19""}","{""delivery6""}",2123
Fuel Car,2896484,{},{},"{""delivery171""}",2124
Start Route,2898019,{},"{""item346"",""item345""}","{""delivery171""}",2125
Fuel Car,2901214,{},{},"{""delivery141""}",2126
Start Route,2902745,{},"{""item338"",""item341""}","{""delivery141""}",2127
End Route,2916054,{},"{""item346"",""item345""}","{""delivery171""}",2128
End Route,2920684,{},"{""item338"",""item341""}","{""delivery141""}",2129
Fuel Car,2959242,{},{},"{""delivery56""}",2130
Start Route,2960709,{},"{""item175"",""item173""}","{""delivery56""}",2131
End Route,2978903,{},"{""item175"",""item173""}","{""delivery56""}",2132
Fuel Car,2990615,{},{},"{""delivery164""}",2133
Start Route,2992112,{},"{""item105"",""item108""}","{""delivery164""}",2134
End Route,3010198,{},"{""item105"",""item108""}","{""delivery164""}",2135
Fuel Car,3085728,{},{},"{""delivery47""}",2136
Start Route,3087235,{},"{""item340"",""item342""}","{""delivery47""}",2137
End Route,3105215,{},"{""item340"",""item342""}","{""delivery47""}",2138
Fuel Car,3116142,{},{},"{""delivery186""}",2139
Start Route,3117706,{},"{""item141"",""item139""}","{""delivery186""}",2140
End Route,3135930,{},"{""item141"",""item139""}","{""delivery186""}",2141
Fuel Car,3146790,{},{},"{""delivery149""}",2142
Start Route,3148333,{},"{""item366"",""item365""}","{""delivery149""}",2143
End Route,3166537,{},"{""item366"",""item365""}","{""delivery149""}",2144
Fuel Car,3226284,{},{},"{""delivery124""}",2145
Start Route,3227814,{},"{""item398"",""item396""}","{""delivery124""}",2146
Fuel Car,3228178,{},{},"{""delivery137""}",2147
Start Route,3229696,{},"{""item379"",""item383""}","{""delivery137""}",2148
End Route,3245643,{},"{""item398"",""item396""}","{""delivery124""}",2149
End Route,3247720,{},"{""item379"",""item383""}","{""delivery137""}",2150
Fuel Car,3255405,{},{},"{""delivery183""}",2151
Fuel Car,3256103,{},{},"{""delivery195""}",2152
Fuel Car,3256400,{},{},"{""delivery31""}",2153
Start Route,3256916,{},"{""item268"",""item261""}","{""delivery183""}",2154
Start Route,3257607,{},"{""item226"",""item228""}","{""delivery195""}",2155
Start Route,3257890,{},"{""item57"",""item56""}","{""delivery31""}",2156
End Route,3274942,{},"{""item268"",""item261""}","{""delivery183""}",2157
End Route,3275649,{},"{""item226"",""item228""}","{""delivery195""}",2158
End Route,3275818,{},"{""item57"",""item56""}","{""delivery31""}",2159
Fuel Car,3286546,{},{},"{""delivery180""}",2160
Fuel Car,3286663,{},{},"{""delivery118""}",2161
Start Route,3288051,{},"{""item176"",""item174""}","{""delivery180""}",2162
Start Route,3288148,{},"{""item76"",""item77""}","{""delivery118""}",2163
Fuel Car,3291963,{},{},"{""delivery179""}",2164
Start Route,3293402,{},"{""item386"",""item387""}","{""delivery179""}",2165
End Route,3306044,{},"{""item176"",""item174""}","{""delivery180""}",2166
End Route,3306414,{},"{""item76"",""item77""}","{""delivery118""}",2167
End Route,3311381,{},"{""item386"",""item387""}","{""delivery179""}",2168
Fuel Car,3348949,{},{},"{""delivery176""}",2169
Start Route,3350425,{},"{""item271"",""item267""}","{""delivery176""}",2170
End Route,3368415,{},"{""item271"",""item267""}","{""delivery176""}",2171
Fuel Car,3379340,{},{},"{""delivery194""}",2172
Fuel Car,3380754,{},{},"{""delivery128""}",2173
Start Route,3380880,{},"{""item68"",""item73""}","{""delivery194""}",2174
Start Route,3382241,{},"{""item262"",""item264""}","{""delivery128""}",2175
End Route,3398899,{},"{""item68"",""item73""}","{""delivery194""}",2176
End Route,3400322,{},"{""item262"",""item264""}","{""delivery128""}",2177
Fuel Car,3538008,{},{},"{""delivery99""}",2178
Start Route,3539572,{},"{""item136"",""item131""}","{""delivery99""}",2179
End Route,3557732,{},"{""item136"",""item131""}","{""delivery99""}",2180
Fuel Car,3568559,{},{},"{""delivery161""}",2181
Start Route,3570090,{},"{""item376"",""item378""}","{""delivery161""}",2182
End Route,3588311,{},"{""item376"",""item378""}","{""delivery161""}",2183
Fuel Car,3599210,{},{},"{""delivery197""}",2184
Start Route,3600715,{},"{""item295"",""item303""}","{""delivery197""}",2185
Fuel Car,3618908,{},{},"{""delivery142""}",2186
End Route,3618948,{},"{""item295"",""item303""}","{""delivery197""}",2187
Start Route,3620454,{},"{""item70"",""item72""}","{""delivery142""}",2188
End Route,3638409,{},"{""item70"",""item72""}","{""delivery142""}",2189
Fuel Car,3646405,{},{},"{""delivery85""}",2190
Fuel Car,3646546,{},{},"{""delivery103""}",2191
Start Route,3647908,{},"{""item188"",""item185""}","{""delivery85""}",2192
Start Route,3648039,{},"{""item249"",""item248""}","{""delivery103""}",2193
End Route,3665880,{},"{""item188"",""item185""}","{""delivery85""}",2194
End Route,3666043,{},"{""item249"",""item248""}","{""delivery103""}",2195
Fuel Car,3676385,{},{},"{""delivery50""}",2196
Fuel Car,3676582,{},{},"{""delivery167""}",2197
Fuel Car,3676632,{},{},"{""delivery33""}",2198
Start Route,3677875,{},"{""item110"",""item111""}","{""delivery50""}",2199
Start Route,3678077,{},"{""item82"",""item81""}","{""delivery167""}",2200
Start Route,3678172,{},"{""item183"",""item180""}","{""delivery33""}",2201
Fuel Car,3683174,{},{},"{""delivery18""}",2202
Start Route,3684650,{},"{""item364"",""item363""}","{""delivery18""}",2203
End Route,3696012,{},"{""item110"",""item111""}","{""delivery50""}",2204
End Route,3696184,{},"{""item82"",""item81""}","{""delivery167""}",2205
End Route,3696215,{},"{""item183"",""item180""}","{""delivery33""}",2206
End Route,3702462,{},"{""item364"",""item363""}","{""delivery18""}",2207
Fuel Car,3713147,{},{},"{""delivery145""}",2208
Start Route,3714631,{},"{""item392"",""item395""}","{""delivery145""}",2209
End Route,3732515,{},"{""item392"",""item395""}","{""delivery145""}",2210
Fuel Car,3743369,{},{},"{""delivery7""}",2211
Start Route,3744867,{},"{""item10"",""item12""}","{""delivery7""}",2212
End Route,3762976,{},"{""item10"",""item12""}","{""delivery7""}",2213
Fuel Car,3769495,{},{},"{""delivery48""}",2214
Start Route,3771030,{},"{""item133"",""item130""}","{""delivery48""}",2215
Fuel Car,3771225,{},{},"{""delivery63""}",2216
Start Route,3772714,{},"{""item147"",""item145""}","{""delivery63""}",2217
Fuel Car,3773773,{},{},"{""delivery93""}",2218
Start Route,3775294,{},"{""item235"",""item230""}","{""delivery93""}",2219
End Route,3788978,{},"{""item133"",""item130""}","{""delivery48""}",2220
End Route,3790929,{},"{""item147"",""item145""}","{""delivery63""}",2221
End Route,3793351,{},"{""item235"",""item230""}","{""delivery93""}",2222
Fuel Car,3989882,{},{},"{""delivery111""}",2223
Start Route,3991341,{},"{""item94"",""item92""}","{""delivery111""}",2224
End Route,4009191,{},"{""item94"",""item92""}","{""delivery111""}",2225
Fuel Car,4010394,{},{},"{""delivery65""}",2226
Start Route,4011944,{},"{""item202"",""item203""}","{""delivery65""}",2227
End Route,4029798,{},"{""item202"",""item203""}","{""delivery65""}",2228
Fuel Car,4036354,{},{},"{""delivery51""}",2229
Start Route,4037905,{},"{""item127"",""item126""}","{""delivery51""}",2230
End Route,4055783,{},"{""item127"",""item126""}","{""delivery51""}",2231
Fuel Car,4066205,{},{},"{""delivery170""}",2232
Fuel Car,4066640,{},{},"{""delivery105""}",2233
Fuel Car,4067546,{},{},"{""delivery177""}",2234
Start Route,4067702,{},"{""item320"",""item315""}","{""delivery170""}",2235
Fuel Car,4067749,{},{},"{""delivery86""}",2236
Start Route,4068177,{},"{""item24"",""item25""}","{""delivery105""}",2237
Start Route,4069141,{},"{""item17"",""item18""}","{""delivery177""}",2238
Start Route,4069300,{},"{""item357"",""item358""}","{""delivery86""}",2239
End Route,4085852,{},"{""item320"",""item315""}","{""delivery170""}",2240
End Route,4085934,{},"{""item24"",""item25""}","{""delivery105""}",2241
End Route,4087226,{},"{""item17"",""item18""}","{""delivery177""}",2242
End Route,4087650,{},"{""item357"",""item358""}","{""delivery86""}",2243
Fuel Car,4096621,{},{},"{""delivery169""}",2244
Fuel Car,4098011,{},{},"{""delivery25""}",2245
Start Route,4098153,{},"{""item275"",""item269""}","{""delivery169""}",2246
Start Route,4099539,{},"{""item106"",""item107""}","{""delivery25""}",2247
End Route,4116166,{},"{""item275"",""item269""}","{""delivery169""}",2248
End Route,4117786,{},"{""item106"",""item107""}","{""delivery25""}",2249
Fuel Car,4128621,{},{},"{""delivery19""}",2250
Start Route,4130089,{},"{""item46"",""item45""}","{""delivery19""}",2251
End Route,4147977,{},"{""item46"",""item45""}","{""delivery19""}",2252
Fuel Car,4158673,{},{},"{""delivery59""}",2253
Fuel Car,4159958,{},{},"{""delivery184""}",2254
Start Route,4160148,{},"{""item370"",""item374""}","{""delivery59""}",2255
Start Route,4161562,{},"{""item314"",""item312""}","{""delivery184""}",2256
Fuel Car,4162026,{},{},"{""delivery190""}",2257
Fuel Car,4163322,{},{},"{""delivery95""}",2258
Start Route,4163586,{},"{""item335"",""item336""}","{""delivery190""}",2259
Start Route,4164863,{},"{""item209"",""item211""}","{""delivery95""}",2260
End Route,4178103,{},"{""item370"",""item374""}","{""delivery59""}",2261
End Route,4179408,{},"{""item314"",""item312""}","{""delivery184""}",2262
End Route,4181375,{},"{""item335"",""item336""}","{""delivery190""}",2263
End Route,4183194,{},"{""item209"",""item211""}","{""delivery95""}",2264
Fuel Car,4188817,{},{},"{""delivery138""}",2265
Start Route,4190244,{},"{""item118"",""item115""}","{""delivery138""}",2266
End Route,4208144,{},"{""item118"",""item115""}","{""delivery138""}",2267
Fuel Car,4379874,{},{},"{""delivery100""}",2268
Start Route,4381368,{},"{""item227"",""item229""}","{""delivery100""}",2269
End Route,4399586,{},"{""item227"",""item229""}","{""delivery100""}",2270
Fuel Car,4400182,{},{},"{""delivery90""}",2271
Start Route,4401689,{},"{""item144"",""item148""}","{""delivery90""}",2272
Fuel Car,4410485,{},{},"{""delivery34""}",2273
Start Route,4412013,{},"{""item168"",""item165""}","{""delivery34""}",2274
End Route,4419849,{},"{""item144"",""item148""}","{""delivery90""}",2275
End Route,4430050,{},"{""item168"",""item165""}","{""delivery34""}",2276
Fuel Car,4430585,{},{},"{""delivery12""}",2277
Start Route,4432067,{},"{""item41"",""item44""}","{""delivery12""}",2278
Fuel Car,4441017,{},{},"{""delivery23""}",2279
Start Route,4442511,{},"{""item179"",""item178""}","{""delivery23""}",2280
End Route,4449984,{},"{""item41"",""item44""}","{""delivery12""}",2281
Fuel Car,4456285,{},{},"{""delivery104""}",2282
Start Route,4457746,{},"{""item388"",""item391""}","{""delivery104""}",2283
Fuel Car,4458487,{},{},"{""delivery73""}",2284
Start Route,4459962,{},"{""item162"",""item160""}","{""delivery73""}",2285
End Route,4460612,{},"{""item179"",""item178""}","{""delivery23""}",2286
Fuel Car,4460768,{},{},"{""delivery127""}",2287
Start Route,4462273,{},"{""item159"",""item161""}","{""delivery127""}",2288
Fuel Car,4471496,{},{},"{""delivery114""}",2289
Start Route,4473013,{},"{""item247"",""item243""}","{""delivery114""}",2290
End Route,4475538,{},"{""item388"",""item391""}","{""delivery104""}",2291
End Route,4477986,{},"{""item162"",""item160""}","{""delivery73""}",2292
End Route,4480393,{},"{""item159"",""item161""}","{""delivery127""}",2293
Fuel Car,4486312,{},{},"{""delivery121""}",2294
Fuel Car,4486364,{},{},"{""delivery42""}",2295
Start Route,4487796,{},"{""item279"",""item283""}","{""delivery121""}",2296
Start Route,4487863,{},"{""item155"",""item152""}","{""delivery42""}",2297
Fuel Car,4488899,{},{},"{""delivery162""}",2298
Start Route,4490465,{},"{""item83"",""item91""}","{""delivery162""}",2299
End Route,4491152,{},"{""item247"",""item243""}","{""delivery114""}",2300
Fuel Car,4491155,{},{},"{""delivery53""}",2301
Start Route,4492673,{},"{""item224"",""item231""}","{""delivery53""}",2302
End Route,4505741,{},"{""item279"",""item283""}","{""delivery121""}",2303
End Route,4505871,{},"{""item155"",""item152""}","{""delivery42""}",2304
End Route,4508254,{},"{""item83"",""item91""}","{""delivery162""}",2305
End Route,4510937,{},"{""item224"",""item231""}","{""delivery53""}",2306
Fuel Car,4516788,{},{},"{""delivery11""}",2307
Start Route,4518287,{},"{""item66"",""item67""}","{""delivery11""}",2308
End Route,4536547,{},"{""item66"",""item67""}","{""delivery11""}",2309
Fuel Car,4547458,{},{},"{""delivery168""}",2310
Start Route,4548969,{},"{""item109"",""item113""}","{""delivery168""}",2311
Fuel Car,4549494,{},{},"{""delivery126""}",2312
Start Route,4550983,{},"{""item333"",""item334""}","{""delivery126""}",2313
Fuel Car,4551508,{},{},"{""delivery158""}",2314
Start Route,4552996,{},"{""item353"",""item354""}","{""delivery158""}",2315
Fuel Car,4553911,{},{},"{""delivery175""}",2316
Start Route,4555395,{},"{""item143"",""item140""}","{""delivery175""}",2317
End Route,4566969,{},"{""item109"",""item113""}","{""delivery168""}",2318
End Route,4568874,{},"{""item333"",""item334""}","{""delivery126""}",2319
End Route,4571110,{},"{""item353"",""item354""}","{""delivery158""}",2320
End Route,4573385,{},"{""item143"",""item140""}","{""delivery175""}",2321
Fuel Car,4577789,{},{},"{""delivery107""}",2322
Fuel Car,4578580,{},{},"{""delivery192""}",2323
Start Route,4579269,{},"{""item276"",""item278""}","{""delivery107""}",2324
Start Route,4580066,{},"{""item53"",""item58""}","{""delivery192""}",2325
End Route,4597386,{},"{""item276"",""item278""}","{""delivery107""}",2326
End Route,4598099,{},"{""item53"",""item58""}","{""delivery192""}",2327
Fuel Car,4608293,{},{},"{""delivery44""}",2328
Start Route,4609741,{},"{""item114"",""item112""}","{""delivery44""}",2329
End Route,4627523,{},"{""item114"",""item112""}","{""delivery44""}",2330
Fuel Car,4862767,{},{},"{""delivery94""}",2331
Start Route,4864301,{},"{""item244"",""item245""}","{""delivery94""}",2332
Fuel Car,4876765,{},{},"{""delivery117""}",2333
Start Route,4878285,{},"{""item212"",""item218""}","{""delivery117""}",2334
Fuel Car,4879807,{},{},"{""delivery88""}",2335
Fuel Car,4880695,{},{},"{""delivery57""}",2336
Start Route,4881330,{},"{""item339"",""item337""}","{""delivery88""}",2337
Start Route,4882160,{},"{""item308"",""item310""}","{""delivery57""}",2338
End Route,4882190,{},"{""item244"",""item245""}","{""delivery94""}",2339
Fuel Car,4893095,{},{},"{""delivery72""}",2340
Start Route,4894563,{},"{""item102"",""item104""}","{""delivery72""}",2341
End Route,4896262,{},"{""item212"",""item218""}","{""delivery117""}",2342
End Route,4899239,{},"{""item339"",""item337""}","{""delivery88""}",2343
End Route,4900370,{},"{""item308"",""item310""}","{""delivery57""}",2344
Fuel Car,4906954,{},{},"{""delivery15""}",2345
Start Route,4908513,{},"{""item193"",""item192""}","{""delivery15""}",2346
Fuel Car,4911067,{},{},"{""delivery102""}",2347
End Route,4912505,{},"{""item102"",""item104""}","{""delivery72""}",2348
Start Route,4912558,{},"{""item201"",""item200""}","{""delivery102""}",2349
End Route,4926622,{},"{""item193"",""item192""}","{""delivery15""}",2350
End Route,4930615,{},"{""item201"",""item200""}","{""delivery102""}",2351
Fuel Car,4937343,{},{},"{""delivery122""}",2352
Start Route,4938815,{},"{""item294"",""item292""}","{""delivery122""}",2353
Fuel Car,4938915,{},{},"{""delivery43""}",2354
Start Route,4940454,{},"{""item375"",""item377""}","{""delivery43""}",2355
Fuel Car,4941381,{},{},"{""delivery54""}",2356
Fuel Car,4942266,{},{},"{""delivery52""}",2357
Start Route,4942896,{},"{""item158"",""item156""}","{""delivery54""}",2358
Start Route,4943735,{},"{""item367"",""item368""}","{""delivery52""}",2359
Fuel Car,4944414,{},{},"{""delivery39""}",2360
Start Route,4945899,{},"{""item225"",""item221""}","{""delivery39""}",2361
End Route,4956542,{},"{""item294"",""item292""}","{""delivery122""}",2362
End Route,4958354,{},"{""item375"",""item377""}","{""delivery43""}",2363
End Route,4960797,{},"{""item158"",""item156""}","{""delivery54""}",2364
End Route,4961734,{},"{""item367"",""item368""}","{""delivery52""}",2365
End Route,4964088,{},"{""item225"",""item221""}","{""delivery39""}",2366
Fuel Car,4967472,{},{},"{""delivery135""}",2367
Fuel Car,4968869,{},{},"{""delivery154""}",2368
Start Route,4968991,{},"{""item318"",""item316""}","{""delivery135""}",2369
Start Route,4970460,{},"{""item31"",""item29""}","{""delivery154""}",2370
Fuel Car,4971450,{},{},"{""delivery30""}",2371
Fuel Car,4972542,{},{},"{""delivery191""}",2372
Start Route,4972976,{},"{""item260"",""item263""}","{""delivery30""}",2373
Start Route,4974043,{},"{""item177"",""item181""}","{""delivery191""}",2374
End Route,4987216,{},"{""item318"",""item316""}","{""delivery135""}",2375
End Route,4988575,{},"{""item31"",""item29""}","{""delivery154""}",2376
End Route,4991013,{},"{""item260"",""item263""}","{""delivery30""}",2377
End Route,4992028,{},"{""item177"",""item181""}","{""delivery191""}",2378
Fuel Car,4998165,{},{},"{""delivery66""}",2379
Start Route,4999674,{},"{""item191"",""item198""}","{""delivery66""}",2380
Fuel Car,5001738,{},{},"{""delivery120""}",2381
Start Route,5003263,{},"{""item5"",""item399""}","{""delivery120""}",2382
End Route,5017579,{},"{""item191"",""item198""}","{""delivery66""}",2383
End Route,5021276,{},"{""item5"",""item399""}","{""delivery120""}",2384
Fuel Car,5032154,{},{},"{""delivery64""}",2385
Start Route,5033641,{},"{""item196"",""item199""}","{""delivery64""}",2386
End Route,5051690,{},"{""item196"",""item199""}","{""delivery64""}",2387
Fuel Car,5062411,{},{},"{""delivery193""}",2388
Start Route,5063950,{},"{""item265"",""item259""}","{""delivery193""}",2389
End Route,5081838,{},"{""item265"",""item259""}","{""delivery193""}",2390
